Review_number,User_rating,Review_title,User_id,User_id_link,Created_at,Review_Text,Spoiler
1,9,A splendid effort..,obscure_reality,n/a,15/08/2025,"First point: Taare Zameen Par is not a movie for children. Its also not a movie only about 'special' children. What it stands for and depicts stunningly is how the cruel world outside is stealing away our children's precious childhood. It is about how our parents are turning into monsters and imposing their own dreams and aspirations on their children which eventually destroys our children's confidence and can only create a generation of hate. Its about how each child needs attention and care and how we so lack those qualities in this life thats bounded by time.Aamir Khan does a fabulous job both behind and in front of the camera. There are scenes in which just his facial expressions tugs at our hearts and moves us. That is truly the hallmark of a great actor. But then, Taare Zameen Par is not about Aamir. Its truly owned by Darsheel Safary. Right from the first scene to the very end he steals the show and our hearts with his endearing acting.Taare Zameen Par is a biting criticism of the times we live in. But it also makes you smile, laugh, cry, nod in agreement and seethe with anger.. everything that a movie is supposed to do. It truly is a movie which everyone can relate to. Reminds you that movies are meant to make us think.. to provoke us and act as a mirror of our times. Taare Zameen Par does all this and much more. Watch it if you like watching meaningful movies.Sreejith - dailyrium.wordpress.com",False
2,9,a special film for the special child in all of us,satyanshu_singh,n/a,15/08/2025,"for a mainstream Hindi film, the following is rare: 1. a film for children2. the only star of the film getting a limited screen space 3. high quality animation4. choosing undertones over melodrama, 5. no regular masala stuff 6. strong message that can actually change lives of people 7. conviction and honesty of the makers palpable in every frame 8. and in spite of all this, the movie offering complete, healthy entertainment...the only problem with the audience is that although we keep shouting on the extreme want of quality cinema, meaningful cinema, when a good film actually comes, we tend to find more flaws in it than appreciating it. Are we insecure of accepting somebodies honesty and creative genius?Sure, Taare Zameen Par has moments that could have been better, but shouldn't we just try to overlook those and once, for all, applaud the effort the makers have put...and believe me it is not difficult... for there are innumerable other moments that leave you spellbound, a wet film over your eyes, a strange pain down your throat, a mild ache at your heart, but a pure smile on your lips... there are times you wish you were a kid...may be it takes a child to love simple tales told with honesty and warmth... may be we grown ups have lost that quality we all once had... but Taare Zameen Par should touch a chord somewhere in every one's heart... we all have been after all, at least for some beautiful part of our lives, special. the film is dedicated to that special child in all of us...P.S- no one can hate it...at least i would like to think that way",False
3,8,Some intelligent film-making there,die_Heuchler,n/a,15/08/2025,"How many times has there been a movie you could really relate to? How many times has it happened that you've seen a character on the screen that reminds of something that you've been through in your life? As I saw Ishan (Darsheel Safary) today, I felt, somewhere deep within that that's me.Notwithstanding the slight retard nature, dyslexia and bad academic performance, the character of Ishan really made me remember my childhood today. I remember I was something like him as a child.creative and imaginative. And my imagination always went unappreciated. I used to curate gibberish  just like he did. I painted, I dreamed and I fantasized about different things. So I feel writer Amol Gupte and director Aamir Khan (what a wonderful debut!) have picked an incredibly moving story. Frankly, I am not easily moved by movies. Not even the greatest tearjerkers have managed to ""move"" me, but for a moment I was stunned. Is this really happening to me? Am I trying to cry? In fact, the scene where Ram (Aamir Khan) walks into Ishan's room and discovers a score of sketches and drawings, it made me feel like somebody had in fact, opened my closet and discovered my secret childhood fantasies (Believe me, I still have them.) This movie will surely engage all those who have had similar incidents in their lives. That's for sure. I am moved. I love this film. I don't know and I don't care how this film does in the box office but let me tell you don't watch this film if you're looking for regular boy meets girl story. Don't even skip this film thinking it's children's movie  no it isn't. In fact, Taare Zameen Par is a movie potentially targeted towards parents. But if you think you too have undergone similar childhood conflicts and lived a life where the people around you refuse to appreciate your fantasies, then definitely go for it. TZP mirrors many of those people's lives that looks just plain and simple but those who compromised their dreams for the sake of the earthly existence.Okay, enough of fantasies. Technically, writer Amol Gupte delivers an A Grade script. Aamir Khan shows his talent not just as an actor but a very versatile and intelligent. Oscar Wilde, Leonardo da Vinci and Sally Gardner were hardly ever heard of in Hindi cinema before this. The writer just does not deliver a well written script but also his knowledge of research (which other filmmakers hardly ever do!) Musically, it's two-thumbs up for Shanker Ehsaan Loy. The title song is fascinating. Maa and Jame Raho combine talents in all respects- music, words and voice. The production design is superb. Not for a moment you feel anything is fake. They even managed to squeeze in some quick visual effects and animated scenes. They're there to add another dimension to great story telling. The casting is good and well justified. Little Darsheel steals the show. Tisca Chopra grabs attention.Aamir Khan, however stuns the audience by appearing at almost near half of the film. That's the surprise but you don't miss Aamir in the first half because Darsheel will definitely grab your attention and Aamir gets to show some good directorial talent.All in all, I'd say go and watch the film. I wouldn't recommend if you're addicted to Yashraj stuffs but if you really want to see some intelligent film-making, then Taare Zameen Par is a treat.",False
4,10,Best Depiction of Dyslexia Ever in a Fictional Film,drpakmanrains,n/a,15/08/2025,"SpoilerAs I just became aware of this film a few weeks ago, and ordered a DVD and watched it today (10-9-11) this review is unlikely to be seen by many because the film is 4 years old and there are nearly 250 user reviews already. So rather than rehash the plot, I will first mention that I have been an Educational Therapist for over 45 years, and have worked extensively with dyslexic and ADD and ADHD children in my practice, so this film had intrinsic interest to me going in. But despite seeing many films on learning problems through the years, some very good, I have never seen any movie that can come close to this one both in emotional power and subject accuracy. When I saw that the film is 165 minutes long, I was expecting to watch it in two sittings, but I never once felt the need to take a break, and in the second half of the film, when the director Aamir Khan enters the story, I was riveted continuously, and embarrassingly shed more than a few tears. If you have any interest in education and the problems the outsiders face, this is a must-see. And if you just want to see an intelligent drama with no car chases, explosions, sex scenes, or ultra violence, then you will be glad you saw this wonderful film, which, by the way, while it is about children, is not really for children, unless they are over about 11 or 12, or have suffered the experience of failing due to undiagnosed or treated reading or similar learning difference. Don't let the Disney Studio name fool you, this does not feel like a typical Disney movie, but the film does point out that Walt Disney himself had school learning problems as a child. Another aspect of the film is something I always try to impart to my clients: There is life after school. And it is not necessary to be the best at everything to be successful. Just become the best you are able and try to find something you like doing that makes you happy.The rest will take care of itself. What a great film!Since I first wrote this review, I have rewatched it 5 more times, and now consider it the best film I have ever seen, and that encompasses about 2500 films.",True
5,10,"'My child always comes first in class', this syndrome has truly ruined everything.",Fella_shibby,n/a,15/08/2025,"The film brings to light what it is truly like to be dyslexic. Aamir Khan succeeded in creating the awareness about dyslexia thru this film.
Sometimes we really need to step into the shoes of kids and see the world thru their point of view.
The irony is that we all were kids, we all went thru the pressure of performing in sports n studies but yet we push our kids, especially in India n China.The child actor is amazing, Aamir stole the show, the music is great, the pacing is very good n the film's script is one of the best to come out from Bollywood.",False
6,10,Among the best films I've ever seen...and the best Indian one...and that's saying A LOT!,planktonrules,n/a,15/08/2025,"I love Indian films and have seen more than most Americans. However, considering the country makes more films than any other (about 800 a year), I really have only seen a small number of their films. But, I must say that ""Tarre Zameen Par"" (""Like Stars on Earth"") is the best Indian film I've seen...even slightly better than ""Kahaani"""" and ""Three Idiots"" (another Aamir Khan film). It truly is a wonderful film and is better than nearly anything coming out of Hollywood these days.The story is a sad but ultimately happy one. Eight year-old Ishaan is a problem child. Nearly everyone around him sees him as a trouble maker and kid with a horrible attitude. But no one bothers looking at these behaviors as signs of a deeper problem...the boy is illiterate and also cannot do math because he has very severe Dyslexia. At first, you see him acting out. Later, when he's been punished for this by sending him off to a boarding school, his spirit is crushed. He's sullen, and most importantly, severely depressed and almost non-communicative. And then...he has a new art teacher who has worked with disabled kids before...and he recognizes the kid's problems...as well as the kid's potential! Considering it's a nearly three hour film, there of course is much more to it...and the film is a joy to watch.Brilliant writing, brilliant acting and a very brave and lovely production overall make this an amazing and perfect film. I have no complaints about ANYTHING in the film...nothing. It's perfect.",False
7,10,"A great inspiring movie for all, Every child is special",mukesh-kumarin,n/a,15/08/2025,"Although Bollywood releases 100s of movies every year but few of them has really left a mark on the audience for a long time. I am pretty much sure that this movie has done an excellent job for all those people who are creative but not good in academics. Many people think things differently but in India like country where competition begins at the age of 4 they are just a dumb in the society.Amir khan has done a very good job on both sides on the screen and off the screen besides he doesn't appear too often on the screen but Darsheel Safary steals the whole movie show.What a nice performance by a 8-9 year old child you are really gonna love this child. The movie brings our sweet childhood memories back.Its a mix of emotion, laugh and cry. We can imagine how we exploit children because they are not like us or they are not able to do what their parents want them to do.At the start, movie shows that how a little child(Darsheel Safary) is forced to do what he can't understand. He gets lowest marks in the class and he has failed once in class three.Sometimes he bunk the class and most of the time he has been out of the class because he don't understand how to turn a page number of the book or while reading letters dance so he can't read. After fear of being thrown him out of the school his parents put him in a boarding school.They think he is lazy and notorious.But in boarding school situation gets worse until a drawing teacher(Amir khan) gets an appointment as a temporary teacher. After that Amir teaches him in different way and ultimately he gets the success.In this movie director has taken two child one who always gets first and who is punctual for his work and other one is Darsheel Safary who is not good in academics because he can't understand letters and can't memorize too much things at a time. This movie is a motivation for all kind of child and their parents. Everyone should must watch this movie at least once. If you are too emotional then u may cry with Amir khan.",False
8,10,Undoubtedly the best Hindi movie of 2007,kaustubh-2,n/a,15/08/2025,"If you haven't seen Taare Zameen Par, you are missing out. The best Hindi movie of 2007 without doubt. Extremely sensitively handled, and flawlessly executed performances, especially by Darsheel Safary. This movie really hits you.In a way, everyone can relate to it, especially if you have grown up in India where most children are classified as dumb or unintelligent if they ""can't"" become engineers or doctors. I went in with huge expectations, and this movie exceeded them.Some reviews have complained about situations in the movie being too simple or repetitive in parts, but I have absolutely no problems with that. This is no thriller. You know what's going to happen, but you are looking forward to it too.The songs might not be great hits, but they gel really well with the movie. They are beautifully worded, and capture the emotions of the characters perfectly.When the end credits started rolling, most people started walking towards the exit, but even when they had almost stopped rolling, most of them were still standing near the exit, watching the images in the end credits.",False
9,9,"Aamir scores an Ace, TZP a natural delight.",TuFNuT,n/a,15/08/2025,"The ghost (director) has been resurrected in human flesh and yes, Mr Perfectionist has got it all perfect. His maiden directorial venture is a delight for one and all. Whether you are a kid, or a teenager, just married, or if you are a parent -- Yes... You'll love it! Pre-release in what appeared to be a non mainstream film, shines like a UNIVERSAL film which will keep the box office abuzz.The story moves along at a very natural pace at which the viewer is able to connect to the 8 year old dyslexic boy played by Darsheel Safary. That is the biggest plus point of the movie, the viewer draws parallel with the boys character connecting with him at a very high emotional level. You'll reminisce and be transported back to those wonderful years of your childhood and will have more than a tear in the eye. The scene where the boy is admitted in the boarding school and bidding goodbye to his parents and brother followed by the 'Maa' song is a real tear jerker. But tears is not all what you are going to have, the screenplay makes sure that those tear jerking moments are followed by heavy doses of laughter with some lovely and innocent humorous moments.If you thought that only Sanjay Leela Bhansali knew how to capture art on celluloid then watch TZP. The boy's bunked day at school, his room, classroom decor, and the painting competition in the end are a colorful visual delight expressing a million words to the viewers.Yes, its true. Aamir's character appears just before the end of the first half, but one is so engrossed that Aamir - The actor's absence is not felt. Thats remarkable! All the credit goes to the protagonist played by Darsheel who in my books gives the best performance till date by a child artist in Hindi Cinema. He is the heart and soul of the movie and how naturally this boy handles scenes of intense emotions with such ease in his first movie is stunning. Tisca Chopra as the boy's mother gives a top notch performance at par, if not above the likes of roles played by Nirupa Roy, Rakhi and Kirron Kher.Aamir the actor has a shorter but powerful role which he performs decently. But at the end of the day its Aamir - The Director who wins hands down by extracting 'A GRADE' performances from all the cast, and making a movie which connects to the heart of the viewer. The second half becomes a little slow in between and it could have been more crisp. But thats negligible because in the end the movie manages convincingly to convey a very important message to today's parents - Your kids are not race horses of a derby. Let them travel life at their pace as each has their unique mission which only they can fulfill.Lastly, TZP just made 2007 better and interesting. The award season is knocking and well, watch out, TZP may just pull off a surprise or two by upsetting the favorites so far...",False
10,n/a,Every child is special!!! (Our answer to 400 Blows),n/a,n/a,15/08/2025,"(I notice that there are many spoilers here already,therefore I wont go much into the plot detail)There seems to be an implied understanding that Aamir Khan represents the last word on intellectual mainstream cinema.It was many years back when he decided to curtail the number of projects he takes up in an year which was considered suicidal then but now is the norm for most of the top stars.For last 14 years this man has pushed the envelope for mainstream by taking some unprecedented risks with young directors and pulling it off time and time again.For some of us who have followed his career choices,there was a feeling that he would make a great director.His choices of films are a testimony to his understanding of the medium and the audience within the mainstream perspective.""Taare Zameen Par"" is his first directorial venture,less by design and more by circumstances.Based on the brilliant script by Amol Gupte who is one of the innovative painters and theater personalities,the story dwells into the life of boy struggling to find himself in this ruthless world.Briefly,the boy ""Ishan"" who suffers from dyslexia comes from a middle class Indian family who is unable to read/learn or identify letters.Constantly bombarded with unrelenting taunts for his poor academics and being labeled as a ""duffer"",he is isolated into his world of colors which is the only place he can seek solace in.But Ishan reaches a new low when he is packed off to boarding school by his father.The hard regimen and discipline of the school frustrates the boy out of his wits and he is finding drastic ways to put an end to his misery.He no longer feels th need to communicate .Just when things seem irrevocable,comes the art teacher,Aamir Khan,who being a dyslexic himself and working with the ""less privileged"" children identifies Ishan's troubles and can read through his silence,is sanitized by the apathy towards him.Then starts the process of resurrecting the boy's dying self belief and charting out a way for him to read and learn.The boy starts to slowly but surely come out of his shell and become a ""child"" again.One of the many aspects of a perfect film is that nothing seems to stand out,every aspect whether it be the performances,the camera work,the sound mixing,the lighting,the editing etc everything seems in sync.Same can be said about this movie.But the thing that I found overwhelming as a viewer is the music by ""Shankar""-Ehsaan-Loy"" and the lyrics by ""Prasoon Joshi"".Watch out for ""taare zameen par"",""Meri Maa"",these will definitely break you down.The cinematography by Setu is flawless and Aamir does not fall into the trap of being slick or showing off in his debut effort.(Watch how the camera is usually at Ishan's height to show his perspective,watch how slowly the camera pans into Ishan's space and how still and focused it is on his face when he is about to bare his emotions)The performances are top draw.Darsheel who plays Ishan is the crux of the film.Being the main protagonist his performance was critical to the film.I dare say,we have found a new star.The boy is brilliant in his joy,in his enthusiasm,in his loneliness as he allows us to enter his world.I feel he represents children all over the world and more critically the ""child"" within all of us.Of the support cast Tisca Chopra and Aamir Khan are brilliant as his mother and teacher respectively.Because the movie revolves around a middle class family in suburban Mumbai,I guess these characters and their emotions are something I can relate to.Finally(on the movie),kudos to Amol Gupte and Aamir Khan.Let us not forget this was Amol's baby and he had worked with children and done research for 7 years.What he came with was a near perfect script and it is only fair that he was credited as a creative director.What can I say about Aamir Khan that hasn't been said before?I think with every movie he is setting new yardsticks for Indian cinema.His movies clearly have elaborated that our movies can have all the commercial trappings yet need not be ""dumbed down"".They can be as intellectually stimulating.All I can say is that it is privilege to be in an era where this champion actor is at the absolute peak of his powers.With this movie he goes into the elite list of actors who happen to be great story tellers.But is this movie about dyslexia?Is this movie about the failure of our education system in not nurturing the individual talent but creating assembly line products?Are we as a society so obsessed with the ""idea"" of security through academics that creativity is of no accord to us?Are we preparing our children for a rat race or we preparing them for life?Are parents right in imposing their ambitions on the life they bring to this earth ?Some question that I have asked of myself before and some that I ask now.I guess the main motive of the film is as the tag line says ""every child is special"" for the talent he has.Our job is to nurture it,not mold it.p.s. I have been a frequent movie goer for last 7-8 years.But haven't seen a response like I did for this one.Everyone in the theater was in tears and simultaneous applause and is not because it was a sad film but it was ""overwhelming"".I guess there some part of Ishan in all of our lives.The second aspect that I have never witnessed in theaters before was that nobody moved till the credits were over.There is documentary on children at the end(do not miss it for anything,it is as moving as the film).",False
